이름,차량번호,연식,주행거리,연료,배기량,색상,보증정보,가격,신차대비가격,옵션_선루프,옵션_파노라마선루프,옵션_열선앞,옵션_열선뒤,옵션_전방센서,옵션_후방센서,옵션_전방캠,옵션_후방캠,옵션_어라운드뷰,옵션_네비순정,보험이력등록,소유자변경횟수,사고상세_전손,사고상세_침수전손,사고상세_침수분손,사고상세_도난,보험_내차피해(횟수),보험_내차피해(가격),사고상세_타차가해(횟수),보험_타차피해(가격),클러스터,유사도
제네시스 더 올 뉴 G80  터보 AWD,차량번호 160보9370,22,35602.0,가솔린,2497.0,흰색,"60개월 / 100,000km",50500000,,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2,0.08871285500388496
제네시스 더 올 뉴 G80  터보 AWD,차량번호 242두3797,21,52511.0,가솔린,2497.0,흰색,"60개월 / 100,000km",46700000,,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2,0.08871285500388496
제네시스 더 올 뉴 G80  터보 AWD,차량번호 112버7055,22,29204.0,가솔린,2497.0,흰색,"60개월 / 100,000km",51400000,,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,"1,914,572",0.0,0,2,0.08871285500388496
제네시스 더 올 뉴 G80  터보 AWD ,차량번호 320마9700,21,27146.0,가솔린,2497.0,검정색,"60개월 / 100,000km",45900000,,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2,0.08871285500388496
제네시스 더 올 뉴 G80  터보 AWD,차량번호 306나8518,22,34898.0,가솔린,2497.0,흰색,"60개월 / 100,000km",50400000,,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,"440,000",0.0,0,2,0.08871285500388496
제네시스 더 올 뉴 G80  터보 AWD,차량번호 175루6649,25,31922.0,가솔린,2497.0,검정색,"60개월 / 100,000km",59990000,,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2,0.08871285500388496
제네시스 더 올 뉴 G80  터보 AWD,차량번호 333누4094,24,14659.0,가솔린,2497.0,검정색,"60개월 / 100,000km",62900000,,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,"1,375,407",0.0,0,2,0.08871285500388496
제네시스 더 올 뉴 G80  터보 AWD,차량번호 119오1496,23,27292.0,가솔린,2497.0,흰색,"60개월 / 100,000km",56990000,,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2,0.08871285500388496
제네시스 더 올 뉴 G80  터보 AWD,차량번호 243수6443,21,54920.0,가솔린,2497.0,검정색,"60개월 / 100,000km",42400000,,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2,0.08871285500388496
제네시스 더 올 뉴 G80  터보 AWD,차량번호 180무7916,23,37990.0,가솔린,2497.0,흰색,"60개월 / 100,000km",50500000,,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,"751,000",0.0,0,2,0.08871285500388496
제네시스 더 올 뉴 G80  터보 AWD,차량번호 261구1376,24,25797.0,가솔린,2497.0,흰색,"60개월 / 100,000km",58000000,,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,"562,910",1.0,"375,800",2,0.08871285500388496
제네시스 더 올 뉴 G80  터보 AWD,차량번호 309고7934,22,43377.0,가솔린,2497.0,흰색,"60개월 / 100,000km",50600000,,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,2.0,"982,649",0.0,0,2,0.08871285500388496
제네시스 더 올 뉴 G80  터보 AWD,차량번호 396러9227,22,44863.0,가솔린,2497.0,검정색,"60개월 / 100,000km",47500000,,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,"1,832,270",1.0,0,2,0.08871285500388496
제네시스 더 올 뉴 G80  터보 AWD,차량번호 157가5929,23,24506.0,가솔린,2497.0,흰색,"60개월 / 100,000km",59800000,,1,1,1,1,1,1,1,1,1,1,1,2.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0,2,0.08871285500388496
제네시스 더 올 뉴 G80  터보 AWD,차량번호 131수2483,23,24314.0,가솔린,3470.0,흰색,"60개월 / 100,000km",59000000,,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,0.0,0.0,0.0,1.0,"856,800",0.0,0,2,0.08871285500388496
제네시스 더 올 뉴 G80  터보 AWD,차량번호 246보1306,24,25439.0,가솔린,3470.0,녹색,"60개월 / 100,000km",56000000,,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,"1,313,310",1.0,"622,610",2,0.08871285500388496
제네시스 더 올 뉴 G80  터보 AWD,차량번호 158로2005,22,38838.0,가솔린,3470.0,흰색,"60개월 / 100,000km",52900000,,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,"451,339",0.0,0,2,0.08871285500388496
제네시스 더 올 뉴 G80  터보 AWD,차량번호 368무1369,24,18863.0,가솔린,2497.0,흰색,"60개월 / 100,000km",60800000,,1,1,1,1,1,1,1,1,1,1,1,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2,0.08871285500388496
제네시스 더 올 뉴 G80   터보 AWD -   ,차량번호 171노7797,23,41978.0,가솔린,3470.0,기타색상 (테즈먼블루),"60개월 / 100,000km",53500000,,1,1,1,1,1,1,1,1,1,1,1,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2,0.08871285500388496
제네시스 더 올 뉴 G80   터보 AWD -   ,차량번호 399수2311,21,11605.0,가솔린,3470.0,기타색상 (테즈먼 블루),"60개월 / 100,000km",51500000,,1,1,1,1,1,1,1,1,1,1,1,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2,0.08871285500388496
제네시스 더 올 뉴 G80   터보 AWD -   ,차량번호 133부3682,23,25664.0,가솔린,3470.0,청색,불가,52990000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.08871285500388496
제네시스 더 올 뉴 G80  터보 AWD ,차량번호 128누3564,23,25398.0,가솔린,2497.0,흰색,"60개월 / 100,000km",56000000,,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,2.0,"2,313,323",0.0,0,2,0.08871285500388496
제네시스 더 올 뉴 G80  터보 AWD,차량번호 219누1042,23,56412.0,가솔린,2497.0,흰색,"60개월 / 100,000km",47500000,,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,"418,379",2,0.08871285500388496
제네시스 더 올 뉴 G80  터보 AWD,차량번호 245두9431,21,57211.0,가솔린,3470.0,흰색,"60개월 / 100,000km",41700000,,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2,0.08871285500388496
제네시스 더 올 뉴 G80  터보 AWD ,차량번호 200루6031,21,54314.0,가솔린,3470.0,청색,"60개월 / 100,000km",43500000,,1,1,1,1,1,1,1,1,1,1,1,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2,0.08871285500388496
제네시스 더 올 뉴 G80  터보 AWD,차량번호 153보8475,24,32531.0,가솔린,3470.0,검정색,"60개월 / 100,000km",55400000,,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2,0.08871285500388496
제네시스 더 올 뉴 G80  터보 AWD,차량번호 321오1317,22,60000.0,가솔린,3470.0,진회색,불가,100000,운용,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,3.0,"3,142,633",1.0,"1,052,508",2,0.08871285500388496
제네시스 더 올 뉴 G80  터보 AWD,차량번호 220호6137,24,8000.0,가솔린,2497.0,검정색,"60개월 / 100,000km",9000000,소유,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2,0.08871285500388496
제네시스 더 올 뉴 G80  터보 AWD,차량번호 143하5086,24,14900.0,가솔린,2497.0,흰색,"60개월 / 100,000km",2000000,소유,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2,0.08871285500388496
제네시스 더 올 뉴 G80  터보 AWD,차량번호 157수2479,21,56769.0,가솔린,3470.0,회색,"60개월 / 100,000km",42500000,,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2,0.08871285500388496
제네시스 더 올 뉴 G80  터보 AWD,차량번호 321오1317,22,60000.0,가솔린,3470.0,진회색,불가,100000,운용,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,3.0,"3,142,633",1.0,"1,052,508",2,0.08871285500388496
제네시스 더 올 뉴 G80  터보 AWD,차량번호 220호6137,24,8000.0,가솔린,2497.0,검정색,"60개월 / 100,000km",9000000,소유,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2,0.08871285500388496
제네시스 더 올 뉴 G80  터보 AWD,차량번호 143하5086,24,14900.0,가솔린,2497.0,흰색,"60개월 / 100,000km",2000000,소유,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2,0.08871285500388496
제네시스 G80   터보 AWD 스포츠   ,차량번호 35더8383,17,149310.0,가솔린,3342.0,흰색,불가,27900000,41,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,2,0.08437022654618721
제네시스 G80   터보 AWD 스포츠   ,차량번호 19마6497,18,100150.0,가솔린,3342.0,흰색,불가,32900000,49,1,1,1,1,1,1,1,1,1,1,1,4.0,0.0,0.0,0.0,0.0,2.0,"2,391,520",0.0,0,2,0.08437022654618721
제네시스 G80  터보 AWD 스포츠,차량번호 17마7857,18,86818.0,가솔린,3342.0,회색,만료,27800000,41,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,0.0,0.0,0.0,1.0,"858,659",1.0,0,2,0.08437022654618721
제네시스 G70  터보 AWD 스포츠 프레스티지,차량번호 46서6381,20,50158.0,가솔린,3342.0,흰색,만료,35500000,64,1,1,1,1,1,1,1,1,1,1,1,3.0,0.0,0.0,0.0,0.0,1.0,"827,000",0.0,0,2,0.0831902391150122
제네시스 G70  터보 AWD 스포츠 프레스티지,차량번호 140보5365,20,60689.0,가솔린,3342.0,청색,만료,30500000,55,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,0.0,0.0,0.0,3.0,"2,061,675",0.0,0,2,0.0831902391150122
제네시스 G70  터보 AWD 스포츠 프레스티지,차량번호 63루6632,20,66030.0,가솔린,3342.0,흰색,만료,32990000,60,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,"405,540",2,0.0831902391150122
제네시스 G70   터보 AWD 스포츠 프레스티지   ,차량번호 125가3388,20,151167.0,가솔린,3342.0,검정색,만료,27500000,50,1,1,1,1,1,1,1,1,1,1,1,3.0,0.0,0.0,0.0,0.0,1.0,"1,339,000",1.0,"609,997",2,0.0831902391150122
제네시스 G70   터보 AWD 스포츠 프레스티지   ,차량번호 123부3633,20,123782.0,가솔린,3342.0,검정색,불가,27500000,50,1,1,1,1,1,1,1,1,1,1,1,3.0,0.0,0.0,0.0,0.0,8.0,"5,691,154",2.0,"1,371,348",2,0.0831902391150122
제네시스 G70  터보 AWD 스포츠 프레스티지,차량번호 376소5712,20,110578.0,가솔린,3342.0,흰색,만료,23500000,42,1,1,1,1,1,1,1,1,1,1,1,5.0,0.0,0.0,0.0,0.0,2.0,"16,353,597",2.0,"5,000,000",2,0.0831902391150122
제네시스 G70  터보 AWD 스포츠 프레스티지,차량번호 376소5712,20,110578.0,가솔린,3342.0,흰색,만료,23500000,42,1,1,1,1,1,1,1,1,1,1,1,5.0,0.0,0.0,0.0,0.0,2.0,"16,353,597",2.0,"5,000,000",2,0.0831902391150122
제네시스 G70  터보 AWD 스포츠 프레스티지,차량번호 376소5712,20,110578.0,가솔린,3342.0,흰색,만료,23500000,42,1,1,1,1,1,1,1,1,1,1,1,5.0,0.0,0.0,0.0,0.0,2.0,"16,353,597",2.0,"5,000,000",2,0.0831902391150122
제네시스 G80  AWD  프레스티지,차량번호 196두2362,18,218123.0,가솔린,3778.0,검정색,만료,12900000,20,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,0.0,0.0,0.0,3.0,"19,227,110",4.0,"2,445,125",2,0.08179976339435736
제네시스 G80  AWD  프레스티지,차량번호 196두2362,18,218123.0,가솔린,3778.0,검정색,만료,12900000,20,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,0.0,0.0,0.0,3.0,"19,227,110",4.0,"2,445,125",2,0.08179976339435736
제네시스 G80  AWD  프레스티지,차량번호 196두2362,18,218123.0,가솔린,3778.0,검정색,만료,12900000,20,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,0.0,0.0,0.0,3.0,"19,227,110",4.0,"2,445,125",2,0.08179976339435736
제네시스 G80   디젤 럭셔리  ,차량번호 356도4726,19,222000.0,디젤,2199.0,검정색,만료,16000000,30,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,3.0,"1,607,039",1.0,"1,713,769",2,0.07985457086487693
제네시스 G90 1세대   AWD 프레스티지   ,차량번호 270머3169,21,79524.0,가솔린,3778.0,진회색,"60개월 / 120,000km",51990000,47,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.07976626975145135
제네시스 G90 1세대   AWD 프레스티지   ,차량번호 38구2051,20,40000.0,가솔린,3778.0,기타색상,만료,51000000,46,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,2,0.07976626975145135
제네시스 G90 1세대  AWD 프레스티지,차량번호 186누4287,21,93430.0,가솔린,5038.0,검정색,"60개월 / 120,000km",49990000,42,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,"734,420",0.0,0,2,0.07976626975145135
제네시스 G90 1세대  AWD 프레스티지,차량번호 199마1085,22,44375.0,가솔린,5038.0,청색,"60개월 / 120,000km",62900000,52,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,"497,358",2.0,"1,081,910",2,0.07976626975145135
제네시스 G90 1세대  AWD  프레스티지,차량번호 187주1869,21,55371.0,가솔린,5038.0,청색,"60개월 / 120,000km",57900000,48,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,2.0,"1,739,109",1.0,"1,898,098",2,0.07976626975145135
제네시스 G90 1세대  AWD  프레스티지,차량번호 239누2567,22,104357.0,가솔린,5038.0,기타색상,"60개월 / 120,000km",52900000,44,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,"3,700,887",0.0,0,2,0.07976626975145135
제네시스 G90 1세대  AWD  프레스티지,차량번호 299러4375,21,88002.0,가솔린,5038.0,검정색,"60개월 / 120,000km",54900000,46,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,"852,164",0.0,0,2,0.07976626975145135
제네시스 G90 1세대  AWD  프레스티지,차량번호 299러4385,22,62066.0,가솔린,3778.0,청색,"60개월 / 120,000km",59900000,54,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,2,0.07976626975145135
제네시스 G90 1세대  AWD  프레스티지,차량번호 230누8313,22,49985.0,가솔린,5038.0,청색,"60개월 / 120,000km",62900000,52,1,1,1,1,1,1,1,1,1,1,1,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2,0.07976626975145135
제네시스 G90 1세대  AWD  프레스티지,차량번호 144다5901,20,165885.0,가솔린,5038.0,검정색,만료,36900000,31,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,"900,000",0.0,0,2,0.07976626975145135
제네시스 G90 1세대  AWD  프레스티지,차량번호 193거8993,21,81878.0,가솔린,3778.0,검정색,"60개월 / 120,000km",53900000,49,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,0.0,0.0,0.0,2.0,"3,348,028",1.0,"437,469",2,0.07976626975145135
제네시스 G90 1세대  AWD  프레스티지,차량번호 175루1157,21,68033.0,가솔린,3778.0,검정색,"60개월 / 120,000km",59900000,54,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,"624,900",1.0,"889,820",2,0.07976626975145135
제네시스 G90 1세대  AWD  프레스티지,차량번호 281두3784,22,78305.0,가솔린,5038.0,검정색,"60개월 / 120,000km",57900000,48,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,"1,403,270",0.0,0,2,0.07976626975145135
제네시스 G90 1세대  AWD  프레스티지,차량번호 173머5779,21,66724.0,가솔린,5038.0,진회색,"60개월 / 120,000km",56900000,47,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2,0.07976626975145135
제네시스 G90 1세대   AWD 프레스티지   ,차량번호 38구2051,20,40000.0,가솔린,3778.0,기타색상,만료,51000000,46,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,2,0.07976626975145135
제네시스 G90 1세대  AWD 프레스티지,차량번호 186누4287,21,93430.0,가솔린,5038.0,검정색,"60개월 / 120,000km",49990000,42,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,"734,420",0.0,0,2,0.07976626975145135
제네시스 G90 1세대  AWD 프레스티지,차량번호 199마1085,22,44375.0,가솔린,5038.0,청색,"60개월 / 120,000km",62900000,52,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,"497,358",2.0,"1,081,910",2,0.07976626975145135
제네시스 G90 1세대  AWD  프레스티지,차량번호 187주1869,21,55371.0,가솔린,5038.0,청색,"60개월 / 120,000km",57900000,48,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,2.0,"1,739,109",1.0,"1,898,098",2,0.07976626975145135
제네시스 G90 1세대  AWD  프레스티지,차량번호 239누2567,22,104357.0,가솔린,5038.0,기타색상,"60개월 / 120,000km",52900000,44,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,"3,700,887",0.0,0,2,0.07976626975145135
제네시스 G90 1세대  AWD  프레스티지,차량번호 299러4375,21,88002.0,가솔린,5038.0,검정색,"60개월 / 120,000km",54900000,46,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,"852,164",0.0,0,2,0.07976626975145135
제네시스 G90 1세대  AWD  프레스티지,차량번호 299러4385,22,62066.0,가솔린,3778.0,청색,"60개월 / 120,000km",59900000,54,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,2,0.07976626975145135
제네시스 G90 1세대  AWD  프레스티지,차량번호 230누8313,22,49985.0,가솔린,5038.0,청색,"60개월 / 120,000km",62900000,52,1,1,1,1,1,1,1,1,1,1,1,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2,0.07976626975145135
제네시스 G90 1세대  AWD  프레스티지,차량번호 144다5901,20,165885.0,가솔린,5038.0,검정색,만료,36900000,31,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,"900,000",0.0,0,2,0.07976626975145135
제네시스 G90 1세대  AWD  프레스티지,차량번호 193거8993,21,81878.0,가솔린,3778.0,검정색,"60개월 / 120,000km",53900000,49,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,0.0,0.0,0.0,2.0,"3,348,028",1.0,"437,469",2,0.07976626975145135
제네시스 G90 1세대  AWD  프레스티지,차량번호 175루1157,21,68033.0,가솔린,3778.0,검정색,"60개월 / 120,000km",59900000,54,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,"624,900",1.0,"889,820",2,0.07976626975145135
제네시스 G90 1세대  AWD  프레스티지,차량번호 281두3784,22,78305.0,가솔린,5038.0,검정색,"60개월 / 120,000km",57900000,48,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,"1,403,270",0.0,0,2,0.07976626975145135
제네시스 G90 1세대  AWD  프레스티지,차량번호 173머5779,21,66724.0,가솔린,5038.0,진회색,"60개월 / 120,000km",56900000,47,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2,0.07976626975145135
제네시스 G90 1세대  AWD 프레스티지,차량번호 186누4287,21,93430.0,가솔린,5038.0,검정색,"60개월 / 120,000km",49990000,42,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,"734,420",0.0,0,2,0.07976626975145135
제네시스 G90 1세대  AWD 프레스티지,차량번호 199마1085,22,44375.0,가솔린,5038.0,청색,"60개월 / 120,000km",62900000,52,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,"497,358",2.0,"1,081,910",2,0.07976626975145135
제네시스 G90 1세대  AWD  프레스티지,차량번호 187주1869,21,55371.0,가솔린,5038.0,청색,"60개월 / 120,000km",57900000,48,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,2.0,"1,739,109",1.0,"1,898,098",2,0.07976626975145135
제네시스 G90 1세대  AWD  프레스티지,차량번호 239누2567,22,104357.0,가솔린,5038.0,기타색상,"60개월 / 120,000km",52900000,44,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,"3,700,887",0.0,0,2,0.07976626975145135
제네시스 G90 1세대  AWD  프레스티지,차량번호 299러4375,21,88002.0,가솔린,5038.0,검정색,"60개월 / 120,000km",54900000,46,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,"852,164",0.0,0,2,0.07976626975145135
제네시스 G90 1세대  AWD  프레스티지,차량번호 299러4385,22,62066.0,가솔린,3778.0,청색,"60개월 / 120,000km",59900000,54,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,2,0.07976626975145135
제네시스 G90 1세대  AWD  프레스티지,차량번호 230누8313,22,49985.0,가솔린,5038.0,청색,"60개월 / 120,000km",62900000,52,1,1,1,1,1,1,1,1,1,1,1,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2,0.07976626975145135
제네시스 G90 1세대  AWD  프레스티지,차량번호 144다5901,20,165885.0,가솔린,5038.0,검정색,만료,36900000,31,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,"900,000",0.0,0,2,0.07976626975145135
제네시스 G90 1세대  AWD  프레스티지,차량번호 193거8993,21,81878.0,가솔린,3778.0,검정색,"60개월 / 120,000km",53900000,49,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,0.0,0.0,0.0,2.0,"3,348,028",1.0,"437,469",2,0.07976626975145135
제네시스 G90 1세대  AWD  프레스티지,차량번호 175루1157,21,68033.0,가솔린,3778.0,검정색,"60개월 / 120,000km",59900000,54,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,"624,900",1.0,"889,820",2,0.07976626975145135
제네시스 G90 1세대  AWD  프레스티지,차량번호 281두3784,22,78305.0,가솔린,5038.0,검정색,"60개월 / 120,000km",57900000,48,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,"1,403,270",0.0,0,2,0.07976626975145135
제네시스 G90 1세대  AWD  프레스티지,차량번호 173머5779,21,66724.0,가솔린,5038.0,진회색,"60개월 / 120,000km",56900000,47,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2,0.07976626975145135
제네시스 G80  AWD 프리미엄 럭셔리,차량번호 45호7732,20,49353.0,가솔린,3342.0,검정색,불가,31000000,56,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,"638,279",0.0,0,2,0.07969778827860176
제네시스 G80  AWD 프리미엄 럭셔리,차량번호 292너1939,20,52538.0,가솔린,3342.0,검정색,"60개월 / 100,000km",28900000,52,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,2.0,"3,796,131",0.0,0,2,0.07969778827860176
제네시스 G80   AWD 프리미엄 럭셔리  ,차량번호 251루4106,19,82000.0,가솔린,3342.0,갈색,만료,24000000,43,0,0,0,0,0,0,0,0,0,0,1,4.0,0.0,0.0,0.0,0.0,1.0,"625,032",0.0,0,2,0.07969778827860176
제네시스 G80   AWD 프리미엄 럭셔리  ,차량번호 103로1126,18,200179.0,가솔린,3342.0,검정색,불가,17990000,32,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.07969778827860176
제네시스 G80   AWD 프리미엄 럭셔리   ,차량번호 233서4174,19,97762.0,가솔린,3342.0,진회색,불가,27900000,50,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.07969778827860176
제네시스 G80   AWD 프리미엄 럭셔리   ,차량번호 233서4174,19,97762.0,가솔린,3342.0,진회색,불가,27900000,50,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.07969778827860176
제네시스 G80   AWD 프리미엄 럭셔리   ,차량번호 233서4174,19,97762.0,가솔린,3342.0,진회색,불가,27900000,50,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.07969778827860176
제네시스 G90 1세대  AWD 프리미엄 럭셔리,차량번호 67버8606,20,48917.0,가솔린,3778.0,검정색,만료,43900000,47,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,"1,627,368",1.0,"605,813",2,0.07943892422485134
제네시스 G90 1세대   AWD 프리미엄 럭셔리   ,차량번호 213어9757,20,167433.0,가솔린,3778.0,갈색,만료,36990000,40,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.07943892422485134
제네시스 G90 1세대   AWD 프리미엄 럭셔리,차량번호 112무1598,21,64192.0,가솔린,3778.0,청색,"60개월 / 120,000km",49990000,54,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.07943892422485134
제네시스 G90 1세대  AWD  프리미엄 럭셔리,차량번호 170가8378,21,83065.0,가솔린,3778.0,자주색,"60개월 / 120,000km",53900000,58,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,"973,719",2,0.07943892422485134
제네시스 G90 1세대  AWD  프리미엄 럭셔리,차량번호 359머2314,21,114705.0,가솔린,3778.0,검정색,"60개월 / 120,000km",42900000,46,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,0.0,0.0,0.0,2.0,"2,735,080",1.0,"1,558,730",2,0.07943892422485134
제네시스 G90 1세대  AWD  프리미엄 럭셔리,차량번호 217더6538,21,102734.0,가솔린,3778.0,검정색,"60개월 / 120,000km",46900000,51,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,0.0,0.0,0.0,2.0,"1,915,760",0.0,0,2,0.07943892422485134
제네시스 G90 1세대   AWD 프리미엄 럭셔리,차량번호 112무1598,21,64192.0,가솔린,3778.0,청색,"60개월 / 120,000km",49990000,54,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.07943892422485134
